Filename,alert_type,Abs_XFit_Intercept,Abs_XFit_Slope,Frame_Number,Id,label,TiltAngle,Class,FrontDetected,SideDetected,RearDetected,InTraffic,InTheSameLane,Rotation,AbsAngle,AngleToCloserSide,AngleFromTop,AngleFromHorizon,Distance,DistanceY,DistanceX,VectorToSide,BoxBottom,BoxTop,BoxArea,AreaRatio8Frames,AreaRatio4Frames,MedianDistance,MedianDistanceX,MedianDistanceY,Abs_MedianAngle,MedianVelocity,MedianAngularVelocity,AnglesSTD,DistancesSTD,BoxAreaSTD,VelocitySTD,DistanceXInCollision,PredictedX,MaxMinDist8Frames,MaxMinBoxArea8Frames,MaxMinAngle8Frames,DistanceOverArea,ClosestVector,TimeToCollision,TimeToCollisionFullSeries,TimeToScreenBottom,TimeToCollisionBoxArea,TimeToCollisionBoxAreaFullSeries,DistancesFit.Intercept,DistancesFit.Slope,YFit.Intercept,YFit.Slope,Abs_XFit_Intercept,Abs_XFit_Slope,,Abs_AnglesFit_Intercept,Abs_AnglesFit_Slope,Abs_AnglesToCloserSideFit_Intercept,Abs_AnglesToCloserSideFit_Slope,Abs_AnglesToFurtherSideFit_Intercept,Abs_AnglesToFurtherSideFit_Slope,Abs_AngularVelocityFit_Intercept,Abs_AngularVelocityFit_Slope,BoxAreasFit.Intercept,BoxAreasFit.Slope,BoxBottomFit.Intercept,BoxBottomFit.Slope,BoxWidthsFit.Intercept,BoxWidthsFit.Slope,BoxHeightsFit.Intercept,BoxHeightsFit.Slope,RotationsFit.Intercept,RotationsFit.Slope,VelocityFit.Intercept,VelocityFit.Slope,DistancesSlopeOverSTD,AngleSlopeOverSTD,BoxAreaSlopeOverSTD,XFitRadius,BoxRight,BoxLeft,DistanceFromClosestCornerPower,DistanceFromClosestCorner,BoxCenterMovementInX,BoxCenterMovementInY,BoxCenterNormalizedMovementInX,PhysicalRotation
Front_Alert_False_Slow_15.mp4,Front_Collision,1.334,-0.063,144,440,0,0,0,0,1,1,0,1,3.013,18.004,-12.151,1.352,0.727,3.051,2.902,0.943,-0.642,62.351,0,10.162,1.235,1.074,3.303,1.114,3.097,19.46,-0.065,-0.328,1.607,0.206,1.047,0.01,0.792,0.832,0.6,3.135,5.069,0.3,0.301,33.9,38.255,0,-7.961,-3.979,3.573,-0.077,3.309,-0.061,1.334,-0.063,0.124,21.579,-0.605,2.456,1.449,39.992,0.123,0.159,-0.139,7.177,0.472,0.585,0.005,0.203,0.004,0.269,0.008,3.021,-0.001,-0.057,-0.002,0.017,1.157,0.668,1.783,69.472,46.141,301767328,2129.144,-0.064,0.018,-0.016,2.956
Front_Alert_False_Forward_02.mp4,Front_Collision,3.493,-0.181,151,1419,0,0,0,1,1,0,0,1,0.527,14.119,-1.208,1.352,0.31,9.781,9.486,2.386,-0.206,53.837,0,1.747,1.184,1.079,12.534,2.858,12.203,13.134,-1.086,0.363,0.856,4.701,0.15,0,0.817,2.043,15.452,0.465,2.321,5.598,2.18,14.768,7.042,0,-7.97,-3.975,16.335,-1.086,15.964,-1.075,3.493,-0.181,1.256,11.864,0.363,2.442,-0.447,20.791,1,0.363,0,1.297,0.066,0.534,0.001,0.088,0.007,0.114,0.003,0.721,-0.043,-1.086,0,3.876,0.357,0.013,12.231,63.851,49.639,525105152,2464.287,0.027,-0.012,-0.058,0.774
Front_Alert_False_Junction_67.mp4,Front_Collision,1.936,-0.405,314,997,0,0,0,0,1,0,0,1,1.571,24.321,-47.653,1.354,0.863,2.725,2.483,1.122,-2.014,67.283,0,13.123,1.152,1.118,2.959,0.52,2.849,10.16,-0.046,3.763,18.546,0.146,0.98,0.009,11.825,1.302,0.465,2.616,53.636,0.208,-0.892,34.001,45.316,0,-7.974,-3.965,3.167,-0.059,2.892,-0.012,1.936,-0.405,0.417,39.274,-8.318,80.651,-12.759,122.777,-18.928,1.371,0.683,9.39,0.416,0.641,0.004,0.481,0.011,0.308,0.006,1.571,0,-0.035,-0.003,0.011,200.115,0.461,3.913,86.828,29.808,95107696,888.633,-0.476,0.012,-0.005,1.995
Front_Alert_False_Junction_11.mp4,Front_Collision,6.771,-0.658,578,186,0,0,0,0,1,0,0,1,1.571,21.406,-9.015,1.354,0.78,7.224,6.725,2.636,-1.132,63.982,0,3.741,1.389,1.052,7.866,4.467,6.664,34.571,-0.703,-2.564,6.976,1.327,0.61,0.097,19.913,1.504,3.82,1.618,21.14,1.931,1.504,40.527,10.667,0,-7.944,-3.982,9.681,-0.519,7.438,-0.221,6.771,-0.658,0.879,44.947,-2.965,30.736,-5.675,53.503,-1.037,2.24,0.324,2.542,0.239,0.639,0,0.157,0.013,0.16,0.007,1.571,0,-0.813,0.11,0.774,26.636,0.152,46.283,69.099,46.786,283965984,2189.034,-0.244,-0.053,-0.087,1.944
Front_Alert_False_Junction_62.mp4,Front_Collision,4.658,-0.493,33,511,0,0,0,0,1,0,0,1,1.571,7.709,-10.023,1.355,0.582,8.305,8.23,1.114,-1.446,58.424,0,1.373,1.315,1.218,8.766,2.932,8.459,19.547,-0.199,-2.886,6.78,0.468,0.176,0,23.625,0.714,1.441,0.529,20.004,6.049,-0.331,57.38,39.458,0,-7.942,-3.933,9.464,-0.199,8.626,-0.048,4.658,-0.493,0.541,29.648,-2.886,16.007,-3.516,40.005,-2.047,2.886,0,0.746,0.072,0.456,0.001,0.163,0.004,0.088,0.004,1.571,0,-0.199,0,0.122,24.577,0.016,21.937,41.325,44.261,281084992,1626.278,-0.279,-0.015,-0.225,1.705
Front_Collision_Side_01.mp4,Front_Collision,2.083,-0.113,24,426,1,0,0,0,1,0,0,1,1.571,9.569,-8.591,1.355,0.6,7.93,7.82,1.318,-1.185,43.47,0,1.922,1.458,1.223,9.64,1.689,9.49,10.018,-0.355,0.111,0.345,1.24,0.302,0.137,0.004,1.181,3.353,0.829,0.831,4.126,0.134,18.429,13.071,0,-7.907,-3.932,11.56,-0.549,11.364,-0.535,2.083,-0.113,0.648,10.447,-0.123,1.509,0.951,21.732,0.58,0.394,-0.081,0.858,0.134,0.434,0,0.136,0.009,0.096,0.005,1.571,0,-0.14,-0.061,0.814,0.036,0.049,4.353,65.529,45.199,652856576,2043.289,-0.015,-0.042,-0.153,1.738
Front_Collision_Side_01.mp4,Front_Collision,2.215,-0.111,23,426,1,0,0,0,1,0,0,1,1.571,9.53,-8.065,1.355,0.606,8.245,8.131,1.365,-1.157,43.414,0,1.796,1.363,1.292,10.201,1.826,10.037,10.132,-0.271,0.185,0.317,1.245,0.253,0.126,0.723,1.326,3.556,0.72,0.831,4.591,0.208,13.438,13.864,0,-7.93,-3.91,12.146,-0.556,11.932,-0.541,2.215,-0.111,0.652,10.453,-0.092,0.925,0.836,21.382,0.555,0.604,-0.12,0.863,0.101,0.437,-0.001,0.13,0.009,0.095,0.004,1.571,0,-0.084,-0.053,0.881,0.022,0.029,4.917,65.203,45.493,662696832,2069.952,-0.008,-0.045,-0.134,1.737
Front_Alert_False_Traffic_63.mp4,Front_Collision,0.082,-0.237,34,986,0,0,0,0,1,1,0,1,2.909,26.867,2.248,1.355,0.662,3.725,3.323,1.683,-0.146,60.294,0,8.737,1.165,1.218,4.459,0.748,4.268,9.996,-0.181,-2.236,8.781,0.541,0.796,0.083,7.488,1.815,1.758,2.563,29.469,0.426,1.537,31.934,19.888,0,-7.975,-3.93,5.099,-0.183,5.137,-0.248,0.082,-0.237,0.485,3.051,-3.728,16.466,-0.876,16.546,4.034,0.979,0.359,5.915,0.247,0.524,0.004,0.173,0.012,0.243,0.005,2.931,-0.002,-0.105,-0.022,0.109,46.636,0.196,0.063,55.629,29.5,137193904,870.38,-0.235,0.035,-0.018,2.905
Front_Collision_Side_01.mp4,Front_Collision,2.249,-0.089,22,426,1,0,0,0,1,0,0,1,1.571,9.483,-7.371,1.356,0.606,8.447,8.332,1.392,-1.084,43.442,0,1.634,1.282,1.248,10.852,1.936,10.677,10.132,-0.241,0.218,0.303,1.159,0.196,0.101,1.132,1.534,3.517,0.639,0.831,5.169,0.308,12.499,17.487,0,-7.954,-3.917,12.579,-0.494,12.376,-0.485,2.249,-0.089,0.574,10.003,0.037,1.262,0.566,20.889,0.531,0.637,-0.14,0.903,0.07,0.439,-0.001,0.127,0.007,0.096,0.003,1.571,0,-0.108,-0.044,0.739,0.004,0.016,5.064,64.75,45.889,673593792,2106.086,0.001,-0.048,-0.114,1.736
Front_Alert_False_Traffic_34.mp4,Front_Collision,2.407,-0.057,297,2725,0,0,0,0,0,0,0,0,2.423,43.059,-19.995,1.357,0.897,2.518,1.84,1.719,0.861,68.744,0,6.401,1.425,1.171,3.546,2.209,2.802,38.773,-0.238,-1.075,2.56,0.475,0.959,0.111,2.086,1.953,1.718,2.905,8.067,0.393,-0.858,5.66,13.848,0,-7.925,-3.948,4.223,-0.193,3.477,-0.193,2.407,-0.057,0.25,34.917,1.102,19.083,0.067,46.565,1.412,0.889,0.053,3.316,0.417,0.593,0.005,0.16,0.011,0.185,0.01,3.247,-0.03,-0.34,0.029,0.135,3.824,0.527,5.797,53.042,30.134,88709000,908.129,0.07,0.008,0.028,3.108
Front_Alert_False_77.mp4,Front_Collision,3.422,-0.301,35,1008,0,0,0,0,1,0,0,1,1.571,9.778,-8.756,1.357,0.519,7.896,7.781,1.341,-1.202,44.484,0,2.193,1.049,1.042,9.214,2.368,8.903,14.611,-0.297,-1.187,3.236,0.824,0.081,0.12,3.616,1.011,2.69,0.305,9.461,3.601,0.139,23.354,20.577,0,-7.99,-3.988,10.5,-0.367,9.979,-0.307,3.422,-0.301,0.608,19.419,-1.374,6.033,-2.06,30.844,-0.68,0.947,0.068,1.945,0.032,0.466,-0.004,0.149,0.008,0.14,0.001,1.571,0,-0.104,-0.055,0.441,5.516,0.004,11.804,65.631,45.234,630614400,2046.385,-0.121,-0.072,-0.028,1.741
Front_Collision_27.mp4,Front_Collision,3.061,-0.058,42,168,1,0,0,0,1,1,0,0,2.886,39.021,-22.714,1.358,0.353,4.266,3.315,2.686,1.647,54.309,0,6.522,1.424,1.178,4.937,2.859,4.025,35.411,-0.477,-1.181,2.697,0.571,0.983,0.13,1.603,2.599,1.685,2.851,7.701,0.654,-1.039,25.249,15.522,0,-7.919,-3.945,5.801,-0.247,4.936,-0.26,3.061,-0.058,0.318,31.286,1.178,18.082,0.719,41.8,1.282,1.079,0.029,3.274,0.448,0.473,0.002,0.165,0.009,0.186,0.01,2.893,-0.001,-0.652,0.05,0.18,3.965,0.583,9.371,54.247,32.579,221585472,1061.608,0.134,-0.042,0.028,2.716
Front_Alert_False_Lane_Splitting_34.mp4,Front_Collision,2.705,-0.066,517,2910,0,0,0,0,1,1,0,0,2.99,36.912,-21.589,1.358,1.089,3.704,2.961,2.224,1.363,85.104,0,6.989,1.602,1.273,4.539,2.475,3.783,33.532,-0.157,-0.631,1.79,0.47,1.287,0.021,1.84,2.179,1.519,3.854,5.457,0.53,-0.862,13.164,16.827,0,-7.871,-3.911,5.284,-0.213,4.526,-0.212,2.705,-0.066,0.278,30.845,0.768,17.981,0.392,41.02,0.936,0.605,0.008,2.605,0.566,0.446,0,0.168,0.008,0.169,0.013,3.002,-0.003,-0.151,-0.002,0.146,1.797,0.958,7.319,44.074,35.289,27633444,1245.327,0.096,-0.1,0.035,2.649
Front_Alert_False_Traffic_20.mp4,Front_Collision,2.661,-0.098,64,1640,0,0,0,0,0,1,0,0,3.142,14.89,-5.89,1.358,0.403,9.032,8.729,2.321,0.927,55.062,0,2.656,1.311,1.077,8.959,2.319,8.654,14.902,-0.492,-0.332,0.389,39.759,0.334,0.08,2.831,1.879,110.922,0.928,1.269,3.4,-1.394,-1.744,18.356,0,-7.95,-3.977,10.331,-0.392,9.98,-0.379,2.661,-0.098,0.477,14.563,0.097,8.298,-0.308,20.697,0.424,0.576,-0.07,1.767,0.148,0.522,0.004,0.062,0.003,0.133,0.005,2.691,0.055,-0.509,0.005,0.429,0.031,0.061,7.091,47.431,39.195,310243232,1536.476,-0.003,0.032,0.052,2.882
Front_Alert_False_Traffic_20.mp4,Front_Collision,2.644,-0.09,63,1640,0,0,0,0,0,0,0,0,2.878,14.642,-5.98,1.36,0.384,7.442,7.2,1.881,0.775,54.74,0,2.621,1.325,1.126,9.138,2.329,8.836,14.777,-0.52,-0.434,0.391,39.695,0.326,0.155,1.973,1.924,110.922,0.892,1.269,2.84,-1.106,7.459,18.811,0,-7.944,-3.962,10.51,-0.392,10.162,-0.379,2.644,-0.09,0.469,14.406,0.106,8.576,-0.279,20.3,0.43,0.67,-0.068,1.565,0.148,0.518,0.004,0.059,0.003,0.127,0.005,2.892,-0.002,-0.57,0.014,0.429,0.037,0.06,7.001,47.389,39.407,318110624,1553.134,-0.001,0.033,0.058,3.133
Front_Alert_False_Junction_70.mp4,Front_Collision,3.865,-0.234,823,1155,0,0,0,0,1,0,0,1,1.571,19.993,17.282,1.36,0.767,5.999,5.637,2.051,-1.782,62.975,0,5.728,1.123,1.074,6.425,3.045,5.574,28.824,-0.054,1.862,4.886,0.221,0.347,0.05,9.278,1.992,0.74,1.085,15.146,1.047,0.269,56.124,123.281,0,-7.98,-3.975,6.601,-0.05,5.351,0.064,3.865,-0.234,0.17,36.065,-2.069,5.855,-3.064,53.259,-0.969,1.702,0.046,4.485,0.151,0.633,0,0.253,0.003,0.212,0.003,1.571,0,-0.015,-0.011,0.008,13.266,0.071,14.992,56.481,28.366,110301472,804.762,-0.157,-0.033,0.001,1.92
Front_Alert_False_Junction_70.mp4,Front_Collision,4.484,-0.344,628,1146,0,0,0,0,1,0,0,1,1.571,18.76,17.332,1.36,0.691,5.632,5.332,1.811,-1.678,60.746,0,3.607,1.079,1.04,6.273,3.281,5.298,31.945,-0.01,1.964,7.424,0.32,0.151,0.047,4.469,1.734,1.158,0.472,21.54,1.561,0.133,26.048,56.347,0,-7.988,-3.988,6.634,-0.103,5.036,0.075,4.484,-0.344,0.269,43.195,-3.214,17.942,-4.932,56.466,-1.557,1.219,0.213,3.152,0.064,0.604,0,0.26,0.004,0.178,0.002,1.571,0,0.011,-0.006,0.038,29.976,0.013,20.224,57.19,28.203,122561488,795.542,-0.275,-0.009,-0.012,1.898
Front_Collision_31.mp4,Front_Collision,3.415,-0.084,67,213,1,0,0,0,1,1,0,0,2.904,43.335,-28.04,1.361,1.128,4.145,3.015,2.844,1.948,90.647,0,10.012,1.468,1.17,4.997,3.122,3.83,40.016,-0.193,-0.567,2.778,0.614,1.567,0.164,1.632,2.746,1.653,4.114,6.897,0.414,-0.896,21.324,14.773,0,-7.914,-3.948,5.905,-0.259,4.763,-0.266,3.415,-0.084,0.35,35.962,1.158,23.667,0.786,45.606,1.19,0.245,0.092,4.864,0.701,0.462,0.002,0.173,0.009,0.228,0.012,2.884,0.004,-0.013,-0.052,0.181,3.331,1.289,11.67,46.6,31.701,8791887,1004.977,0.17,-0.075,0.019,2.623
Front_Alert_False_19.mp4,Front_Collision,1.079,-0.047,146,0,0,0,0,0,0,1,0,1,3.142,13.479,-10.838,1.361,0.559,3.109,3.023,0.725,-0.585,57.691,0,7.09,1.213,1.065,3.064,0.916,2.91,17.673,-0.018,-0.256,1.707,0.103,0.655,0.016,5.489,0.707,0.35,1.868,5.69,0.438,0.14,-94.782,80.026,0,-7.968,-3.978,3.191,-0.036,3,-0.026,1.079,-0.047,0.073,19.687,-0.575,1.12,1.085,36.713,-0.204,0.096,0.046,5.194,0.283,0.533,0.004,0.204,0.001,0.229,0.005,3.142,0,0.003,-0.006,0.004,1.103,0.228,1.166,67.435,46.394,385287520,2152.563,-0.061,0.021,-0.02,2.906
Front_Alert_False_19.mp4,Front_Collision,1.079,-0.047,146,1238,0,0,0,0,0,1,0,1,3.142,13.479,-10.838,1.361,0.559,3.109,3.023,0.725,-0.585,57.691,0,7.09,1.213,1.065,3.064,0.916,2.91,17.673,-0.018,-0.256,1.707,0.103,0.655,0.016,5.489,0.707,0.35,1.868,5.69,0.438,0.14,-94.782,80.026,0,-7.968,-3.978,3.191,-0.036,3,-0.026,1.079,-0.047,0.073,19.687,-0.575,1.12,1.085,36.713,-0.204,0.096,0.046,5.194,0.283,0.533,0.004,0.204,0.001,0.229,0.005,3.142,0,0.003,-0.006,0.004,1.103,0.228,1.166,67.435,46.394,385287392,2152.563,-0.061,0.021,-0.02,2.906
Front_Alert_False_28.mp4,Front_Collision,1.13,-0.059,184,202,0,0,0,0,0,0,0,1,2.926,12.883,1.662,1.361,0.148,4.233,4.126,0.944,-0.123,51.642,0,2.964,1.051,1.062,4.306,0.924,4.229,12.28,-0.065,0.001,0.782,0.968,0.103,0.121,9.08,0.658,2.185,0.34,2.292,1.428,0.821,172.989,9.757,0,-7.991,-3.979,5.363,-0.302,5.265,-0.296,1.13,-0.059,0.355,12.159,0.035,1.517,0.12,24.185,0.158,0.013,-0.004,2.57,0.039,0.516,0,0.133,0.001,0.16,0.001,3.013,-0.017,0.039,-0.03,0.206,0.003,0.005,1.281,50.821,36.788,316477760,1353.555,-0.005,-0.011,0.008,3.133
Front_Alert_False_188_Night_Junction.mp4,Front_Collision,2.807,-0.234,20,1232,0,0,0,0,1,0,0,1,1.571,10.683,-23.717,1.362,0.768,5.511,5.416,1.022,-2.217,62.822,0,4.924,1.236,1.131,5.791,1.989,5.505,20.322,-0.317,-0.946,4.659,0.394,0.501,0.19,5.743,0.937,1.343,1.33,13.383,1.119,-1.195,36.573,78.14,0,-7.963,-3.959,6.036,-0.07,5.52,-0.004,2.807,-0.234,0.238,27.385,-2.018,3.534,2.424,46.915,-0.93,0.567,0.108,3.288,0.204,0.573,0.003,0.27,0.002,0.183,0.005,1.571,0,-0.577,0.074,0.017,11.701,0.111,7.934,71.753,43.191,257849520,1865.599,-0.161,0.005,-0.04,1.757
Front_Alert_False_Slow_15.mp4,Front_Collision,1.191,-0.046,145,440,0,0.03,0,0,1,1,0,1,3.003,17.711,-13.415,1.362,0.756,3.093,2.947,0.941,-0.718,62.518,0,10.23,1.193,1.046,3.185,1.029,2.996,18.89,-0.065,-0.433,1.239,0.176,0.911,0.011,5.708,0.822,0.523,2.614,3.926,0.302,0.223,-97.975,50.011,0,-7.969,-3.985,3.389,-0.058,3.169,-0.049,1.191,-0.046,0.095,20.386,-0.427,4.11,1.367,39.645,0.249,0.032,0.114,7.879,0.416,0.592,0.004,0.204,0.005,0.281,0.007,3.019,-0.001,-0.063,-0.001,0.01,0.579,0.497,1.42,69.405,45.517,291064928,2071.945,-0.049,0.019,-0.013,2.971
Front_Alert_False_Traffic_31.mp4,Front_Collision,2.43,-0.04,2049,2459,0,0,0,1,1,0,0,0,0.164,30.805,-10.743,1.362,0.746,4.289,3.684,2.197,0.8,62.177,0,4.582,1.381,1.117,4.847,2.289,4.272,28.226,-0.257,-0.596,1.279,0.45,0.643,0.072,1.32,2.107,1.52,1.907,4.317,0.936,-1.397,27.513,23.152,0,-7.936,-3.962,5.46,-0.175,4.882,-0.174,2.43,-0.04,0.214,26.434,0.512,11.664,-0.213,38.424,0.872,0.693,-0.028,2.637,0.285,0.561,0.002,0.146,0.007,0.165,0.007,0.154,0.001,-0.337,0.023,0.104,0.884,0.24,5.906,52.133,33.057,156335296,1092.935,0.033,-0.025,0.036,0.701
Front_Alert_False_Junction_70.mp4,Front_Collision,3.655,-0.261,958,1163,0,0,0,0,1,0,0,1,1.571,19.284,19.348,1.362,0.747,5.257,4.962,1.736,-1.742,62.236,0,5.14,1.121,1.093,5.575,2.741,4.836,29.542,-0.043,2.056,6.482,0.132,0.35,0.018,10.291,1.565,0.448,1.292,19.461,1.023,-0.006,53.366,121.863,0,-7.98,-3.972,5.73,-0.044,4.474,0.104,3.655,-0.261,0.157,39.47,-2.837,8.074,-4.04,55.751,-1.323,1.392,0.19,3.965,0.135,0.617,0.001,0.28,0.002,0.199,0.003,1.571,0,-0.024,-0.006,0.007,24.159,0.067,13.43,57.459,27.676,109239184,766.119,-0.231,-0.013,-0.003,1.907
Front_Alert_False_Traffic_50.mp4,Front_Collision,1.779,-0.05,246,24,0,0,0,0,0,0,0,0,2.707,25.327,-9.346,1.363,0.165,3.237,2.926,1.385,0.526,51.82,0,5.005,1.514,1.252,4.046,1.604,3.714,23.478,-0.133,-0.434,1.026,29.73,0.826,0.031,1.07,1.379,90.54,2.197,3.09,0.647,-0.859,14.186,17.488,0,-7.891,-3.92,4.69,-0.184,4.34,-0.179,1.779,-0.05,0.229,21.958,0.434,11.74,-0.282,31.022,0.879,0.461,-0.008,1.978,0.363,0.445,0.003,0.123,0.007,0.147,0.009,2.759,-0.008,-0.095,-0.011,0.103,0.568,0.351,3.169,52.979,34.703,279551168,1204.535,0.031,-0.018,0.046,3.134
Front_Alert_False_Junction_39.mp4,Front_Collision,1.362,-0.112,955,2136,0,0,1,0,0,0,1,1,2.852,15.311,-23.529,1.364,0.554,2.417,2.331,0.638,-0.965,57.446,0,18.809,1.127,1.05,2.863,0.97,2.694,18.683,-0.217,-1.288,3.086,4.417,1.203,0.028,1.726,0.467,11.542,3.674,10.182,0.129,-0.327,27.616,10.647,0,-7.973,-3.98,3.525,-0.189,3.248,-0.158,1.362,-0.112,0.27,22.812,-1.179,2.966,3.413,41.655,0.473,1.397,-0.218,15.596,0.514,0.553,0.003,0.234,0.018,0.396,0.006,1.571,0,-0.246,0.057,0.093,4.59,0.806,1.867,73.835,39.705,285487168,1576.702,-0.106,0.005,-0.006,3.119
Front_Alert_False_Junction_14.mp4,Front_Collision,6.178,-0.79,333,278,0,0,0,0,1,0,0,1,1.571,10.419,-10.929,1.364,0.325,6.951,6.836,1.257,-1.318,46.689,0,2.09,1.069,1.051,7.422,3.412,6.683,27.365,-0.568,-5.325,12.234,0.838,0.091,0.173,40.594,0.144,2.528,0.253,36.658,3.325,-0.061,59.181,20.548,0,-7.99,-3.987,8.46,-0.296,6.469,0.061,6.178,-0.79,0.729,46.415,-5.443,34.671,-7.318,53.704,-3.562,4.618,0.354,1.846,0.032,0.475,-0.001,0.189,0.007,0.136,0.001,1.571,0,-0.802,0.117,0.265,88.771,0.003,38.797,66.824,44.214,555595136,1955.188,-0.589,-0.031,-0.098,1.753
Front_Collision_28.mp4,Front_Collision,2.16,-0.041,54,177,1,0,0,0,0,0,0,1,2.826,17.986,-6.601,1.364,0.764,3.162,3.007,0.976,-0.363,62.616,0,7.017,1.197,1.081,6.709,2.018,6.398,17.976,-0.148,-0.077,0.454,15.987,0.638,0.155,2.161,1.835,50.746,1.926,1.418,0.451,0.613,-0.034,44.622,0,-7.968,-3.976,7.187,-0.137,6.854,-0.13,2.16,-0.041,0.171,17.934,0.012,1.186,0.773,33.282,0.516,0.055,0.006,5.197,0.281,0.624,0,0.143,0.006,0.229,0.006,2.194,0,-0.119,-0.008,0.059,0,0.238,4.666,66.799,48.013,322181280,2305.409,0.004,-0.046,-0.017,3.14
Front_Alert_False_Traffic_46.mp4,Front_Collision,1.627,-0.059,248,3500,0,0,0,0,1,1,0,1,2.932,11.516,2.091,1.364,0.144,6.43,6.301,1.284,-0.235,48.527,0,2.75,1.042,1.043,6.981,1.42,6.835,11.746,-0.148,0.164,0.446,0.499,0.072,0.044,0.362,1.155,1.365,0.208,1.388,2.338,1.049,33.671,33.285,0,-7.993,-3.988,7.628,-0.185,7.463,-0.179,1.627,-0.059,0.238,12.291,-0.156,1.323,0.105,24.746,-0.192,0.009,0.044,2.472,0.03,0.496,-0.003,0.138,0,0.157,0.001,2.87,0.009,-0.133,-0.004,0.093,0.075,0.003,2.651,51.244,37.294,368501632,1391.138,-0.008,-0.059,0.006,3.133
Front_Collision_Side_21.mp4,Front_Collision,2.803,-0.071,101,519,1,0,0,0,1,0,0,1,1.571,45.525,5.196,1.364,0.861,3.223,2.258,2.3,-0.292,66.099,0,9.261,1.411,1.215,3.496,2.555,2.379,46.902,-0.101,0.45,0.83,0.176,1.371,0.041,0.473,2.238,0.52,3.959,2.951,0.348,2.008,46.369,41.573,0,-7.926,-3.937,3.762,-0.076,2.502,-0.035,2.803,-0.071,0.106,48.133,-0.352,15.844,-2.776,62.769,0.273,0.457,-0.002,4.685,0.58,0.568,0.005,0.406,0.012,0.22,0.011,1.571,0,-0.165,0.018,0.017,0.44,0.972,7.86,65.66,18.768,40482728,352.364,-0.09,-0.013,0.009,2.365
Front_Collision_28.mp4,Front_Collision,3.343,-0.065,53,177,1,0,0,0,0,0,0,1,2.821,18.066,-5.843,1.365,0.776,3.274,3.113,1.015,-0.333,62.931,0,6.731,1.217,1.049,10.208,3.115,9.716,18.016,-0.128,-0.077,0.513,15.597,0.635,0.516,3.219,2.822,50.634,1.854,1.563,0.486,0.682,1.908,43.667,0,-7.966,-3.981,10.949,-0.212,10.453,-0.211,3.343,-0.065,0.276,18.355,-0.097,0.499,0.82,32.959,0.448,0.035,-0.032,4.909,0.279,0.622,0.001,0.139,0.005,0.222,0.006,1.571,0,0.016,-0.041,0.146,0.029,0.228,11.183,66.477,48.335,321021408,2336.412,-0.003,-0.039,-0.019,3.136
Front_Alert_False_70.mp4,Front_Collision,5.92,-0.664,167,907,0,0,0,0,0,0,0,0,2.943,10.985,-0.631,1.365,0.315,5.398,5.3,1.029,0.059,46.816,0,3.893,1.113,1.02,15.977,3.596,15.567,12.245,-0.042,0.231,0.812,32.853,0.234,1.22,5.761,0.606,76.877,0.676,2.385,1.387,-0.969,0.24,3.305,0,-7.982,-3.995,23.141,-2.047,22.378,-1.946,5.92,-0.664,2.61,13.486,-0.355,4.358,-0.542,21.913,-0.158,0.101,0.037,3.37,0.101,0.453,0.002,0.1,0.002,0.184,0.003,1.548,0.006,0.299,-0.097,9.805,0.369,0.03,35.492,50.005,39.002,430255904,1521.404,-0.036,0.013,0.01,3.135
Front_Alert_False_Lane_Splitting_26.mp4,Front_Collision,1.301,-0.045,9,2631,0,0,0,0,0,0,0,1,2.909,13.993,1.107,1.366,0.377,4.32,4.192,1.045,-0.083,54.49,0,1.692,1.224,1.078,4.886,1.144,4.73,13.867,-0.135,0.038,0.821,3.987,0.16,0,0.6,0.941,12.556,0.505,2.817,2.553,0.961,42.202,31.758,0,-7.965,-3.977,5.357,-0.135,5.194,-0.133,1.301,-0.045,0.178,14,-0.038,1.773,-0.376,24.689,0.288,0.038,0,1.18,0.069,0.535,0.001,0.113,0.002,0.109,0.003,2.888,0.003,-0.135,0,0.057,0.005,0.015,1.696,50.497,36.749,279703552,1350.675,-0.011,-0.009,0.06,3.129
Front_Alert_False_106_Rain.mp4,Front_Collision,1.602,-0.053,384,198,0,0,0,0,1,1,0,1,2.962,22.431,11.814,1.366,0.803,3.235,2.99,1.234,-0.662,63.674,0,10.78,1.057,1.053,3.561,1.418,3.265,22.839,-0.116,0.657,1.265,0.354,0.353,0.026,0.181,1.181,1.164,1.029,3.92,0.3,0.572,27.016,26.318,0,-7.991,-3.984,3.965,-0.116,3.623,-0.102,1.602,-0.053,0.155,23.946,-0.316,6.872,0.804,45.618,0.009,0.93,-0.273,9.454,0.143,0.623,0.001,0.24,0.003,0.308,0.002,2.89,0.01,-0.091,-0.025,0.044,0.31,0.059,2.57,55.598,29.536,115118480,872.529,-0.033,-0.008,0.001,2.93
